Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
0.0,1,64.0,64231.301684532926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5578269958496095E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,47,63.36,5744.205538360405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668,60,592,586.68,53.19999999999995,586.68,1.753592491149E-4,100,2830.2399999999952,MIRAI-GREETH_FLOOD
19.64,6,64.0,17796.605566870334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,6270,60,150,62.7,15.43019471979889,62.7,5.619049072265625E-5,100,238.09090909090952,DOS-TCP_FLOOD
20.0,6,64.0,38050.476276875626,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6290416717529296E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,24539.57406974023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.076004028320313E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,21395.14384819425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.673957824707031E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,37549.722470904206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.663135528564453E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,24389.742396929694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.318952560424805E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,99983.40882002383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.0001659393310548E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,37286.01653480309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6819705963134764E-5,100,0.0,DDOS-TCP_FLOOD
20.36,6,63.57,8591.188218184798,0.01,0.0,0.0,0.01,0.03,0.0,0.0,3,0,1,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6025,60,73,60.25,1.5398740601789878,60.25,1.163983345031E-4,100,2.371212121212121,DDOS-TCP_FLOOD
32.0,6,131.2,41.26927777110888,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15849,66,4410,1584.9,1542.705160136282,1584.9,0.0284034013748168,10,2379939.211111112,BENIGN
20.0,6,64.0,57637.81778205305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.7349720001220702E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,45684.60951966017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1889209747314454E-5,100,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,108212.17750257996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.250640869140624E-6,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,5225.244798804037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.913905143737E-4,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,34433.166406698954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.904176712036133E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,34842.199700947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.871036529541016E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,50273.33093611411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.989126205444336E-5,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,3085.953088672415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.240585327148E-4,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,46274.31597528685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1610260009765625E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,14590.40595540404,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.853818893432618E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,26997.32234809475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.704071044921875E-5,100,0.0,DOS-SYN_FLOOD
7.6,17,73.55,8500.474241011714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0,1.0,1.0,6050,60,70,60.5,2.190429135575903,60.5,1.192498207092E-4,100,4.797979797979798,DOS-UDP_FLOOD
20.0,6,64.0,17400.862927314967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.746841430664062E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
7.84,17,67.82,19138.964179785537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,1.0,1.0,6020,60,70,60.2,1.4070529413628974,60.2,5.224943161010742E-5,100,1.9797979797979812,DOS-UDP_FLOOD
20.0,6,64.0,46469.13361400399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1519660949707032E-5,100,0.0,DDOS-TCP_FLOOD
31.2,6,75.1,63.86347544997343,0.2,0.2,0.0,0.2,0.8,0.0,0.0,8,2,2,0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1306,66,441,130.6,134.17997863566185,130.6,0.0157805919647216,10,18004.266666666666,BENIGN
20.0,6,65.91,12592.860359684151,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6054,60,114,60.54,5.400000000000001,60.54,7.960081100463867E-5,100,29.16000000000001,DDOS-TCP_FLOOD
20.0,6,64.0,43235.79012472941,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.326011657714844E-5,100,0.0,DDOS-PSHACK_FLOOD
19.8,6,64.0,29238.78703380969,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.7999999999999994,60.38,3.4210681915283205E-5,100,14.439999999999989,DDOS-RSTFINFLOOD
20.0,6,67.82,12309.035950110052,0.01,0.98,0.0,0.02,0.02,0.0,0.0,2,98,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6195,60,192,61.95,14.568802284333485,61.95,8.124113082885742E-5,100,212.2500000000005,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,30702.759680843275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2570362091064456E-5,100,0.0,DDOS-TCP_FLOOD
8.24,17,63.36,19007.132822767027,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.01,0.0,0.0,0.99,0.99,6014,60,74,60.14,1.4,60.14,5.262136459350586E-5,100,1.96,DDOS-UDP_FLOOD
8.0,17,64.0,20250.59868675164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.939079284667969E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,34552.302496086995,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0,40,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.911090850830078E-5,100,0.0,DDOS-SYN_FLOOD
1.2,1,64.49,815.1956697083662,0.0,0.01,0.0,0.01,0.03,0.0,0.0,3,1,0,0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.95,0.0,1.0,1.0,87964,66,1514,879.64,591.0117590995454,879.64,0.0012267112731933,100,349294.8993939392,DDOS-ICMP_FRAGMENTATION
20.0,6,64.0,34518.179573697635,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.897024154663086E-5,100,0.0,DDOS-PSHACK_FLOOD
34.0,6,162.7,132.8640032437501,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,686,60,86,68.6,7.545418035691154,68.6,0.0075265884399414,10,56.933333333333344,BENIGN
7.92,17,63.36,14560.016662616725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.869077682495118E-5,100,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,157207.79610194903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.580352783203125E-6,100,0.0,DDOS-ICMP_FLOOD
20.12,6,64.0,16657.945112990983,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6295,60,355,62.95,29.5,62.95,6.003141403198242E-5,100,870.2499999999999,DDOS-TCP_FLOOD
4.0,17,64.0,2378.222189461508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,93800,362,1514,938.0,578.9017815893061,938.0,4.20491695404E-4,100,335127.2727272727,DDOS-UDP_FRAGMENTATION
20.0,6,64.0,41474.37951151982,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.412080764770508E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,43740.78631765565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2890567779541017E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,37160.48551430849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.691984176635742E-5,100,0.0,DDOS-UDP_FLOOD
0.0,47,64.0,10442.683928793724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,9.634017944335936E-5,100,0.0,MIRAI-GREETH_FLOOD
0.0,1,63.36,11465.485758023073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,8.721828460693359E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,9931.577950369388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.006984710693E-4,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,45148.58988159312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2158622741699215E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,53072.30165759838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8851757049560545E-5,100,0.0,DDOS-ICMP_FLOOD
7.84,17,67.82,16191.723285979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,1.0,1.0,6020,60,70,60.2,1.4070529413628956,60.2,6.348133087158203E-5,100,1.9797979797979763,DOS-UDP_FLOOD
8.08,17,67.18,8651.260261540365,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.96,0.0,0.01,0.02,0.0,0.99,0.99,6034,60,74,60.34,1.970591871299668,60.34,1.1559009552E-4,100,3.883232323232327,DOS-UDP_FLOOD
20.0,6,64.0,12090.467268167537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.270978927612305E-5,100,0.0,DOS-TCP_FLOOD
0.0,1,64.0,39606.27006610009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2889842987060544E-5,100,0.0,DDOS-ICMP_FLOOD
10.0,6,64.0,2798.70284120481,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,3.573203086853E-4,100,328181.8181818182,DDOS-ACK_FRAGMENTATION
0.0,1,64.0,51050.43816942551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.960992813110352E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,55253.64247134765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.811027526855469E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,47,64.0,12231.14429021346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,8.260011672973633E-5,100,0.0,MIRAI-GREETH_FLOOD
8.0,17,64.0,30174.84892086331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.3159255981445315E-5,100,0.0,DDOS-UDP_FLOOD
8.0,17,63.92,10537.393226811377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8664,60,1392,86.64,187.419451789538,86.64,9.490013122558594E-5,100,35126.050909090955,DOS-UDP_FLOOD
20.0,6,64.0,33773.28287301715,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.9609203338623046E-5,100,0.0,DDOS-RSTFINFLOOD
8.24,17,64.0,43727.10592160133,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,7252,60,1312,72.52,125.20000000000002,72.52,2.2869110107421875E-5,100,15675.040000000005,DOS-UDP_FLOOD
8.0,17,64.0,9891.293274219412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.013207435607E-4,100,0.0,DDOS-UDP_FLOOD
28.8,6,222.3,1281.7210609949884,0.0,0.0,0.0,0.8,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,13548,60,1500,1354.8,454.9531844047253,1354.8,8.994102478027E-4,10,206982.4,MITM-ARPSPOOFING
0.0,1,64.0,11687.530303452504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.55708122253418E-5,100,0.0,DDOS-ICMP_FLOOD
4.08,17,63.83,1572.5494901019797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.0,1.0,93498,60,1514,934.98,582.7121884304933,934.98,6.38301372528E-4,100,339553.4945454546,DDOS-UDP_FRAGMENTATION
20.0,6,64.0,16339.322165952472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.120204925537109E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,106942.98827129016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.360313415527343E-6,100,0.0,DDOS-ICMP_FLOOD
20.12,6,69.69,6861.061309952234,0.0,0.0,0.02,0.96,0.99,0.0,0.0,99,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6172,60,214,61.72,15.48676854608474,61.72,1.457500457763E-4,100,239.8399999999997,DDOS-PSHACK_FLOOD
20.0,6,64.0,61464.00937866354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.6269683837890624E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,16092.326580724372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.214141845703125E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,186.2,140.99590892741287,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5186,60,3025,518.6,942.412294769828,518.6,0.0102302074432373,10,888140.9333333335,VULNERABILITYSCAN
20.0,6,64.0,37735.52856500225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6500225067138677E-5,100,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,45250.8792750027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2110939025878905E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,28910.283981251723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.458976745605469E-5,100,0.0,DOS-TCP_FLOOD
7.92,17,65.91,32029.8129056892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6010,60,70,60.1,1.0000000000000002,60.1,3.1239986419677735E-5,100,1.0000000000000009,DDOS-UDP_FLOOD
20.0,6,64.0,29212.313692714863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.423213958740235E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,31724.559413054987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.153085708618164E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,17485.73810814191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.719900131225586E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,46884.6858931366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.134084701538086E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
